value_exc_vat,value_inc_vat,valid_from,valid_to,payment_method
18.2,19.11,2025-02-19 12:00:00+00:00,2025-02-19 12:30:00+00:00,
18.41,19.3305,2025-02-19 12:30:00+00:00,2025-02-19 13:00:00+00:00,
17.57,18.4485,2025-02-19 13:00:00+00:00,2025-02-19 13:30:00+00:00,
17.2,18.06,2025-02-19 13:30:00+00:00,2025-02-19 14:00:00+00:00,
19.52,20.496,2025-02-19 14:00:00+00:00,2025-02-19 14:30:00+00:00,
19.0,19.95,2025-02-19 14:30:00+00:00,2025-02-19 15:00:00+00:00,
19.1,20.055,2025-02-19 15:00:00+00:00,2025-02-19 15:30:00+00:00,
20.0,21.0,2025-02-19 15:30:00+00:00,2025-02-19 16:00:00+00:00,
32.56,34.188,2025-02-19 16:00:00+00:00,2025-02-19 16:30:00+00:00,
34.21,35.9205,2025-02-19 16:30:00+00:00,2025-02-19 17:00:00+00:00,
35.68,37.464,2025-02-19 17:00:00+00:00,2025-02-19 17:30:00+00:00,
37.46,39.333,2025-02-19 17:30:00+00:00,2025-02-19 18:00:00+00:00,
37.0,38.85,2025-02-19 18:00:00+00:00,2025-02-19 18:30:00+00:00,
36.0,37.8,2025-02-19 18:30:00+00:00,2025-02-19 19:00:00+00:00,
21.29,22.3545,2025-02-19 19:00:00+00:00,2025-02-19 19:30:00+00:00,
20.21,21.2205,2025-02-19 19:30:00+00:00,2025-02-19 20:00:00+00:00,
20.0,21.0,2025-02-19 20:00:00+00:00,2025-02-19 20:30:00+00:00,
20.0,21.0,2025-02-19 20:30:00+00:00,2025-02-19 21:00:00+00:00,
20.23,21.2415,2025-02-19 21:00:00+00:00,2025-02-19 21:30:00+00:00,
20.56,21.588,2025-02-19 21:30:00+00:00,2025-02-19 22:00:00+00:00,
