value_exc_vat,value_inc_vat,valid_from,valid_to,payment_method
23.8,24.99,2025-07-02 18:30:00+00:00,2025-07-02 19:00:00+00:00,
22.46,23.583,2025-07-02 19:00:00+00:00,2025-07-02 19:30:00+00:00,
24.0,25.2,2025-07-02 19:30:00+00:00,2025-07-02 20:00:00+00:00,
22.62,23.751,2025-07-02 20:00:00+00:00,2025-07-02 20:30:00+00:00,
20.42,21.441,2025-07-02 20:30:00+00:00,2025-07-02 21:00:00+00:00,
19.4,20.37,2025-07-02 21:00:00+00:00,2025-07-02 21:30:00+00:00,
15.8,16.59,2025-07-02 21:30:00+00:00,2025-07-02 22:00:00+00:00,
15.42,16.191,2025-07-02 22:00:00+00:00,2025-07-02 22:30:00+00:00,
14.7,15.435,2025-07-02 22:30:00+00:00,2025-07-02 23:00:00+00:00,
16.0,16.8,2025-07-02 23:00:00+00:00,2025-07-02 23:30:00+00:00,
15.67,16.4535,2025-07-02 23:30:00+00:00,2025-07-03 00:00:00+00:00,
14.56,15.288,2025-07-03 00:00:00+00:00,2025-07-03 00:30:00+00:00,
15.66,16.443,2025-07-03 00:30:00+00:00,2025-07-03 01:00:00+00:00,
14.88,15.624,2025-07-03 01:00:00+00:00,2025-07-03 01:30:00+00:00,
14.9,15.645,2025-07-03 01:30:00+00:00,2025-07-03 02:00:00+00:00,
15.08,15.834,2025-07-03 02:00:00+00:00,2025-07-03 02:30:00+00:00,
14.42,15.141,2025-07-03 02:30:00+00:00,2025-07-03 03:00:00+00:00,
15.5,16.275,2025-07-03 03:00:00+00:00,2025-07-03 03:30:00+00:00,
15.2,15.96,2025-07-03 03:30:00+00:00,2025-07-03 04:00:00+00:00,
17.24,18.102,2025-07-03 04:00:00+00:00,2025-07-03 04:30:00+00:00,
18.0,18.9,2025-07-03 04:30:00+00:00,2025-07-03 05:00:00+00:00,
18.68,19.614,2025-07-03 05:00:00+00:00,2025-07-03 05:30:00+00:00,
19.52,20.496,2025-07-03 05:30:00+00:00,2025-07-03 06:00:00+00:00,
19.22,20.181,2025-07-03 06:00:00+00:00,2025-07-03 06:30:00+00:00,
19.44,20.412,2025-07-03 06:30:00+00:00,2025-07-03 07:00:00+00:00,
17.46,18.333,2025-07-03 07:00:00+00:00,2025-07-03 07:30:00+00:00,
15.04,15.792,2025-07-03 07:30:00+00:00,2025-07-03 08:00:00+00:00,
15.51,16.2855,2025-07-03 08:00:00+00:00,2025-07-03 08:30:00+00:00,
13.76,14.448,2025-07-03 08:30:00+00:00,2025-07-03 09:00:00+00:00,
13.76,14.448,2025-07-03 09:00:00+00:00,2025-07-03 09:30:00+00:00,
11.94,12.537,2025-07-03 09:30:00+00:00,2025-07-03 10:00:00+00:00,
11.11,11.6655,2025-07-03 10:00:00+00:00,2025-07-03 10:30:00+00:00,
10.11,10.6155,2025-07-03 10:30:00+00:00,2025-07-03 11:00:00+00:00,
10.38,10.899,2025-07-03 11:00:00+00:00,2025-07-03 11:30:00+00:00,
9.6,10.08,2025-07-03 11:30:00+00:00,2025-07-03 12:00:00+00:00,
8.94,9.387,2025-07-03 12:00:00+00:00,2025-07-03 12:30:00+00:00,
8.76,9.198,2025-07-03 12:30:00+00:00,2025-07-03 13:00:00+00:00,
9.56,10.038,2025-07-03 13:00:00+00:00,2025-07-03 13:30:00+00:00,
8.8,9.24,2025-07-03 13:30:00+00:00,2025-07-03 14:00:00+00:00,
10.18,10.689,2025-07-03 14:00:00+00:00,2025-07-03 14:30:00+00:00,
11.14,11.697,2025-07-03 14:30:00+00:00,2025-07-03 15:00:00+00:00,
26.6,27.93,2025-07-03 15:00:00+00:00,2025-07-03 15:30:00+00:00,
26.72,28.056,2025-07-03 15:30:00+00:00,2025-07-03 16:00:00+00:00,
27.2,28.56,2025-07-03 16:00:00+00:00,2025-07-03 16:30:00+00:00,
27.18,28.539,2025-07-03 16:30:00+00:00,2025-07-03 17:00:00+00:00,
29.28,30.744,2025-07-03 17:00:00+00:00,2025-07-03 17:30:00+00:00,
29.7,31.185,2025-07-03 17:30:00+00:00,2025-07-03 18:00:00+00:00,
19.48,20.454,2025-07-03 18:00:00+00:00,2025-07-03 18:30:00+00:00,
20.31,21.3255,2025-07-03 18:30:00+00:00,2025-07-03 19:00:00+00:00,
19.1,20.055,2025-07-03 19:00:00+00:00,2025-07-03 19:30:00+00:00,
19.2,20.16,2025-07-03 19:30:00+00:00,2025-07-03 20:00:00+00:00,
19.0,19.95,2025-07-03 20:00:00+00:00,2025-07-03 20:30:00+00:00,
18.82,19.761,2025-07-03 20:30:00+00:00,2025-07-03 21:00:00+00:00,
17.55,18.4275,2025-07-03 21:00:00+00:00,2025-07-03 21:30:00+00:00,
14.32,15.036,2025-07-03 21:30:00+00:00,2025-07-03 22:00:00+00:00,
15.82,16.611,2025-07-03 22:00:00+00:00,2025-07-03 22:30:00+00:00,
16.78,17.619,2025-07-03 22:30:00+00:00,2025-07-03 23:00:00+00:00,
15.4,16.17,2025-07-03 23:00:00+00:00,2025-07-03 23:30:00+00:00,
15.82,16.611,2025-07-03 23:30:00+00:00,2025-07-04 00:00:00+00:00,
15.94,16.737,2025-07-04 00:00:00+00:00,2025-07-04 00:30:00+00:00,
15.9,16.695,2025-07-04 00:30:00+00:00,2025-07-04 01:00:00+00:00,
14.65,15.3825,2025-07-04 01:00:00+00:00,2025-07-04 01:30:00+00:00,
13.62,14.301,2025-07-04 01:30:00+00:00,2025-07-04 02:00:00+00:00,
12.22,12.831,2025-07-04 02:00:00+00:00,2025-07-04 02:30:00+00:00,
12.0,12.6,2025-07-04 02:30:00+00:00,2025-07-04 03:00:00+00:00,
13.65,14.3325,2025-07-04 03:00:00+00:00,2025-07-04 03:30:00+00:00,
12.8,13.44,2025-07-04 03:30:00+00:00,2025-07-04 04:00:00+00:00,
14.2,14.91,2025-07-04 04:00:00+00:00,2025-07-04 04:30:00+00:00,
14.4,15.12,2025-07-04 04:30:00+00:00,2025-07-04 05:00:00+00:00,
17.1,17.955,2025-07-04 05:00:00+00:00,2025-07-04 05:30:00+00:00,
17.28,18.144,2025-07-04 05:30:00+00:00,2025-07-04 06:00:00+00:00,
15.2,15.96,2025-07-04 06:00:00+00:00,2025-07-04 06:30:00+00:00,
16.22,17.031,2025-07-04 06:30:00+00:00,2025-07-04 07:00:00+00:00,
15.54,16.317,2025-07-04 07:00:00+00:00,2025-07-04 07:30:00+00:00,
14.65,15.3825,2025-07-04 07:30:00+00:00,2025-07-04 08:00:00+00:00,
11.0,11.55,2025-07-04 08:00:00+00:00,2025-07-04 08:30:00+00:00,
8.8,9.24,2025-07-04 08:30:00+00:00,2025-07-04 09:00:00+00:00,
6.6,6.93,2025-07-04 09:00:00+00:00,2025-07-04 09:30:00+00:00,
3.38,3.549,2025-07-04 09:30:00+00:00,2025-07-04 10:00:00+00:00,
3.46,3.633,2025-07-04 10:00:00+00:00,2025-07-04 10:30:00+00:00,
3.2,3.36,2025-07-04 10:30:00+00:00,2025-07-04 11:00:00+00:00,
2.89,3.0345,2025-07-04 11:00:00+00:00,2025-07-04 11:30:00+00:00,
1.66,1.743,2025-07-04 11:30:00+00:00,2025-07-04 12:00:00+00:00,
2.0,2.1,2025-07-04 12:00:00+00:00,2025-07-04 12:30:00+00:00,
1.0,1.05,2025-07-04 12:30:00+00:00,2025-07-04 13:00:00+00:00,
1.6,1.68,2025-07-04 13:00:00+00:00,2025-07-04 13:30:00+00:00,
1.6,1.68,2025-07-04 13:30:00+00:00,2025-07-04 14:00:00+00:00,
-0.48,-0.504,2025-07-04 14:00:00+00:00,2025-07-04 14:30:00+00:00,
2.0,2.1,2025-07-04 14:30:00+00:00,2025-07-04 15:00:00+00:00,
20.0,21.0,2025-07-04 15:00:00+00:00,2025-07-04 15:30:00+00:00,
23.8,24.99,2025-07-04 15:30:00+00:00,2025-07-04 16:00:00+00:00,
25.2,26.46,2025-07-04 16:00:00+00:00,2025-07-04 16:30:00+00:00,
26.4,27.72,2025-07-04 16:30:00+00:00,2025-07-04 17:00:00+00:00,
28.2,29.61,2025-07-04 17:00:00+00:00,2025-07-04 17:30:00+00:00,
28.0,29.4,2025-07-04 17:30:00+00:00,2025-07-04 18:00:00+00:00,
17.6,18.48,2025-07-04 18:00:00+00:00,2025-07-04 18:30:00+00:00,
17.6,18.48,2025-07-04 18:30:00+00:00,2025-07-04 19:00:00+00:00,
17.22,18.081,2025-07-04 19:00:00+00:00,2025-07-04 19:30:00+00:00,
16.38,17.199,2025-07-04 19:30:00+00:00,2025-07-04 20:00:00+00:00,
19.4,20.37,2025-07-04 20:00:00+00:00,2025-07-04 20:30:00+00:00,
17.6,18.48,2025-07-04 20:30:00+00:00,2025-07-04 21:00:00+00:00,
16.68,17.514,2025-07-04 21:00:00+00:00,2025-07-04 21:30:00+00:00,
14.6,15.33,2025-07-04 21:30:00+00:00,2025-07-04 22:00:00+00:00,
9.28,9.744,2025-07-04 22:00:00+00:00,2025-07-04 22:30:00+00:00,
5.9,6.195,2025-07-04 22:30:00+00:00,2025-07-04 23:00:00+00:00,
4.8,5.04,2025-07-04 23:00:00+00:00,2025-07-04 23:30:00+00:00,
3.8,3.99,2025-07-04 23:30:00+00:00,2025-07-05 00:00:00+00:00,
3.6,3.78,2025-07-05 00:00:00+00:00,2025-07-05 00:30:00+00:00,
3.8,3.99,2025-07-05 00:30:00+00:00,2025-07-05 01:00:00+00:00,
4.11,4.3155,2025-07-05 01:00:00+00:00,2025-07-05 01:30:00+00:00,
2.7,2.835,2025-07-05 01:30:00+00:00,2025-07-05 02:00:00+00:00,
4.0,4.2,2025-07-05 02:00:00+00:00,2025-07-05 02:30:00+00:00,
2.73,2.8665,2025-07-05 02:30:00+00:00,2025-07-05 03:00:00+00:00,
3.2,3.36,2025-07-05 03:00:00+00:00,2025-07-05 03:30:00+00:00,
2.0,2.1,2025-07-05 03:30:00+00:00,2025-07-05 04:00:00+00:00,
3.2,3.36,2025-07-05 04:00:00+00:00,2025-07-05 04:30:00+00:00,
2.0,2.1,2025-07-05 04:30:00+00:00,2025-07-05 05:00:00+00:00,
3.7,3.885,2025-07-05 05:00:00+00:00,2025-07-05 05:30:00+00:00,
5.76,6.048,2025-07-05 05:30:00+00:00,2025-07-05 06:00:00+00:00,
2.0,2.1,2025-07-05 06:00:00+00:00,2025-07-05 06:30:00+00:00,
3.29,3.4545,2025-07-05 06:30:00+00:00,2025-07-05 07:00:00+00:00,
0.64,0.672,2025-07-05 07:00:00+00:00,2025-07-05 07:30:00+00:00,
0.64,0.672,2025-07-05 07:30:00+00:00,2025-07-05 08:00:00+00:00,
0.32,0.336,2025-07-05 08:00:00+00:00,2025-07-05 08:30:00+00:00,
-0.31,-0.3255,2025-07-05 08:30:00+00:00,2025-07-05 09:00:00+00:00,
0.9,0.945,2025-07-05 09:00:00+00:00,2025-07-05 09:30:00+00:00,
0.2,0.21,2025-07-05 09:30:00+00:00,2025-07-05 10:00:00+00:00,
0.28,0.294,2025-07-05 10:00:00+00:00,2025-07-05 10:30:00+00:00,
0.2,0.21,2025-07-05 10:30:00+00:00,2025-07-05 11:00:00+00:00,
0.2,0.21,2025-07-05 11:00:00+00:00,2025-07-05 11:30:00+00:00,
0.1,0.105,2025-07-05 11:30:00+00:00,2025-07-05 12:00:00+00:00,
0.0,0.0,2025-07-05 12:00:00+00:00,2025-07-05 12:30:00+00:00,
-1.0,-1.05,2025-07-05 12:30:00+00:00,2025-07-05 13:00:00+00:00,
0.2,0.21,2025-07-05 13:00:00+00:00,2025-07-05 13:30:00+00:00,
0.02,0.021,2025-07-05 13:30:00+00:00,2025-07-05 14:00:00+00:00,
-0.67,-0.7035,2025-07-05 14:00:00+00:00,2025-07-05 14:30:00+00:00,
-0.02,-0.021,2025-07-05 14:30:00+00:00,2025-07-05 15:00:00+00:00,
12.64,13.272,2025-07-05 15:00:00+00:00,2025-07-05 15:30:00+00:00,
14.68,15.414,2025-07-05 15:30:00+00:00,2025-07-05 16:00:00+00:00,
19.2,20.16,2025-07-05 16:00:00+00:00,2025-07-05 16:30:00+00:00,
22.0,23.1,2025-07-05 16:30:00+00:00,2025-07-05 17:00:00+00:00,
24.24,25.452,2025-07-05 17:00:00+00:00,2025-07-05 17:30:00+00:00,
27.2,28.56,2025-07-05 17:30:00+00:00,2025-07-05 18:00:00+00:00,
13.2,13.86,2025-07-05 18:00:00+00:00,2025-07-05 18:30:00+00:00,
14.7,15.435,2025-07-05 18:30:00+00:00,2025-07-05 19:00:00+00:00,
16.75,17.5875,2025-07-05 19:00:00+00:00,2025-07-05 19:30:00+00:00,
17.6,18.48,2025-07-05 19:30:00+00:00,2025-07-05 20:00:00+00:00,
19.6,20.58,2025-07-05 20:00:00+00:00,2025-07-05 20:30:00+00:00,
19.6,20.58,2025-07-05 20:30:00+00:00,2025-07-05 21:00:00+00:00,
20.34,21.357,2025-07-05 21:00:00+00:00,2025-07-05 21:30:00+00:00,
19.0,19.95,2025-07-05 21:30:00+00:00,2025-07-05 22:00:00+00:00,
17.8,18.69,2025-07-05 22:00:00+00:00,2025-07-05 22:30:00+00:00,
15.64,16.422,2025-07-05 22:30:00+00:00,2025-07-05 23:00:00+00:00,
14.0,14.7,2025-07-05 23:00:00+00:00,2025-07-05 23:30:00+00:00,
14.15,14.8575,2025-07-05 23:30:00+00:00,2025-07-06 00:00:00+00:00,
13.86,14.553,2025-07-06 00:00:00+00:00,2025-07-06 00:30:00+00:00,
14.32,15.036,2025-07-06 00:30:00+00:00,2025-07-06 01:00:00+00:00,
14.66,15.393,2025-07-06 01:00:00+00:00,2025-07-06 01:30:00+00:00,
13.24,13.902,2025-07-06 01:30:00+00:00,2025-07-06 02:00:00+00:00,
14.15,14.8575,2025-07-06 02:00:00+00:00,2025-07-06 02:30:00+00:00,
13.73,14.4165,2025-07-06 02:30:00+00:00,2025-07-06 03:00:00+00:00,
16.0,16.8,2025-07-06 03:00:00+00:00,2025-07-06 03:30:00+00:00,
14.95,15.6975,2025-07-06 03:30:00+00:00,2025-07-06 04:00:00+00:00,
16.0,16.8,2025-07-06 04:00:00+00:00,2025-07-06 04:30:00+00:00,
14.8,15.54,2025-07-06 04:30:00+00:00,2025-07-06 05:00:00+00:00,
14.56,15.288,2025-07-06 05:00:00+00:00,2025-07-06 05:30:00+00:00,
17.0,17.85,2025-07-06 05:30:00+00:00,2025-07-06 06:00:00+00:00,
14.2,14.91,2025-07-06 06:00:00+00:00,2025-07-06 06:30:00+00:00,
16.4,17.22,2025-07-06 06:30:00+00:00,2025-07-06 07:00:00+00:00,
16.4,17.22,2025-07-06 07:00:00+00:00,2025-07-06 07:30:00+00:00,
17.86,18.753,2025-07-06 07:30:00+00:00,2025-07-06 08:00:00+00:00,
18.4,19.32,2025-07-06 08:00:00+00:00,2025-07-06 08:30:00+00:00,
18.04,18.942,2025-07-06 08:30:00+00:00,2025-07-06 09:00:00+00:00,
18.0,18.9,2025-07-06 09:00:00+00:00,2025-07-06 09:30:00+00:00,
17.92,18.816,2025-07-06 09:30:00+00:00,2025-07-06 10:00:00+00:00,
18.0,18.9,2025-07-06 10:00:00+00:00,2025-07-06 10:30:00+00:00,
17.18,18.039,2025-07-06 10:30:00+00:00,2025-07-06 11:00:00+00:00,
17.6,18.48,2025-07-06 11:00:00+00:00,2025-07-06 11:30:00+00:00,
16.2,17.01,2025-07-06 11:30:00+00:00,2025-07-06 12:00:00+00:00,
15.57,16.3485,2025-07-06 12:00:00+00:00,2025-07-06 12:30:00+00:00,
13.46,14.133,2025-07-06 12:30:00+00:00,2025-07-06 13:00:00+00:00,
11.93,12.5265,2025-07-06 13:00:00+00:00,2025-07-06 13:30:00+00:00,
11.38,11.949,2025-07-06 13:30:00+00:00,2025-07-06 14:00:00+00:00,
14.7,15.435,2025-07-06 14:00:00+00:00,2025-07-06 14:30:00+00:00,
13.78,14.469,2025-07-06 14:30:00+00:00,2025-07-06 15:00:00+00:00,
29.96,31.458,2025-07-06 15:00:00+00:00,2025-07-06 15:30:00+00:00,
30.97,32.5185,2025-07-06 15:30:00+00:00,2025-07-06 16:00:00+00:00,
30.0,31.5,2025-07-06 16:00:00+00:00,2025-07-06 16:30:00+00:00,
29.3,30.765,2025-07-06 16:30:00+00:00,2025-07-06 17:00:00+00:00,
29.4,30.87,2025-07-06 17:00:00+00:00,2025-07-06 17:30:00+00:00,
29.2,30.66,2025-07-06 17:30:00+00:00,2025-07-06 18:00:00+00:00,
18.16,19.068,2025-07-06 18:00:00+00:00,2025-07-06 18:30:00+00:00,
17.92,18.816,2025-07-06 18:30:00+00:00,2025-07-06 19:00:00+00:00,
19.2,20.16,2025-07-06 19:00:00+00:00,2025-07-06 19:30:00+00:00,
17.92,18.816,2025-07-06 19:30:00+00:00,2025-07-06 20:00:00+00:00,
19.0,19.95,2025-07-06 20:00:00+00:00,2025-07-06 20:30:00+00:00,
17.44,18.312,2025-07-06 20:30:00+00:00,2025-07-06 21:00:00+00:00,
18.37,19.2885,2025-07-06 21:00:00+00:00,2025-07-06 21:30:00+00:00,
17.17,18.0285,2025-07-06 21:30:00+00:00,2025-07-06 22:00:00+00:00,
17.46,18.333,2025-07-06 22:00:00+00:00,2025-07-06 22:30:00+00:00,
16.2,17.01,2025-07-06 22:30:00+00:00,2025-07-06 23:00:00+00:00,
16.8,17.64,2025-07-06 23:00:00+00:00,2025-07-06 23:30:00+00:00,
15.35,16.1175,2025-07-06 23:30:00+00:00,2025-07-07 00:00:00+00:00,
16.52,17.346,2025-07-07 00:00:00+00:00,2025-07-07 00:30:00+00:00,
17.6,18.48,2025-07-07 00:30:00+00:00,2025-07-07 01:00:00+00:00,
17.0,17.85,2025-07-07 01:00:00+00:00,2025-07-07 01:30:00+00:00,
15.2,15.96,2025-07-07 01:30:00+00:00,2025-07-07 02:00:00+00:00,
14.28,14.994,2025-07-07 02:00:00+00:00,2025-07-07 02:30:00+00:00,
12.0,12.6,2025-07-07 02:30:00+00:00,2025-07-07 03:00:00+00:00,
14.2,14.91,2025-07-07 03:00:00+00:00,2025-07-07 03:30:00+00:00,
12.24,12.852,2025-07-07 03:30:00+00:00,2025-07-07 04:00:00+00:00,
14.2,14.91,2025-07-07 04:00:00+00:00,2025-07-07 04:30:00+00:00,
14.28,14.994,2025-07-07 04:30:00+00:00,2025-07-07 05:00:00+00:00,
15.22,15.981,2025-07-07 05:00:00+00:00,2025-07-07 05:30:00+00:00,
18.2,19.11,2025-07-07 05:30:00+00:00,2025-07-07 06:00:00+00:00,
19.36,20.328,2025-07-07 06:00:00+00:00,2025-07-07 06:30:00+00:00,
19.61,20.5905,2025-07-07 06:30:00+00:00,2025-07-07 07:00:00+00:00,
19.8,20.79,2025-07-07 07:00:00+00:00,2025-07-07 07:30:00+00:00,
18.52,19.446,2025-07-07 07:30:00+00:00,2025-07-07 08:00:00+00:00,
18.6,19.53,2025-07-07 08:00:00+00:00,2025-07-07 08:30:00+00:00,
15.72,16.506,2025-07-07 08:30:00+00:00,2025-07-07 09:00:00+00:00,
14.63,15.3615,2025-07-07 09:00:00+00:00,2025-07-07 09:30:00+00:00,
12.2,12.81,2025-07-07 09:30:00+00:00,2025-07-07 10:00:00+00:00,
11.0,11.55,2025-07-07 10:00:00+00:00,2025-07-07 10:30:00+00:00,
9.12,9.576,2025-07-07 10:30:00+00:00,2025-07-07 11:00:00+00:00,
6.6,6.93,2025-07-07 11:00:00+00:00,2025-07-07 11:30:00+00:00,
5.44,5.712,2025-07-07 11:30:00+00:00,2025-07-07 12:00:00+00:00,
3.9,4.095,2025-07-07 12:00:00+00:00,2025-07-07 12:30:00+00:00,
3.0,3.15,2025-07-07 12:30:00+00:00,2025-07-07 13:00:00+00:00,
1.19,1.2495,2025-07-07 13:00:00+00:00,2025-07-07 13:30:00+00:00,
0.94,0.987,2025-07-07 13:30:00+00:00,2025-07-07 14:00:00+00:00,
1.92,2.016,2025-07-07 14:00:00+00:00,2025-07-07 14:30:00+00:00,
2.94,3.087,2025-07-07 14:30:00+00:00,2025-07-07 15:00:00+00:00,
19.2,20.16,2025-07-07 15:00:00+00:00,2025-07-07 15:30:00+00:00,
21.0,22.05,2025-07-07 15:30:00+00:00,2025-07-07 16:00:00+00:00,
23.2,24.36,2025-07-07 16:00:00+00:00,2025-07-07 16:30:00+00:00,
26.28,27.594,2025-07-07 16:30:00+00:00,2025-07-07 17:00:00+00:00,
26.28,27.594,2025-07-07 17:00:00+00:00,2025-07-07 17:30:00+00:00,
27.6,28.98,2025-07-07 17:30:00+00:00,2025-07-07 18:00:00+00:00,
18.4,19.32,2025-07-07 18:00:00+00:00,2025-07-07 18:30:00+00:00,
18.6,19.53,2025-07-07 18:30:00+00:00,2025-07-07 19:00:00+00:00,
19.9,20.895,2025-07-07 19:00:00+00:00,2025-07-07 19:30:00+00:00,
19.62,20.601,2025-07-07 19:30:00+00:00,2025-07-07 20:00:00+00:00,
20.0,21.0,2025-07-07 20:00:00+00:00,2025-07-07 20:30:00+00:00,
19.2,20.16,2025-07-07 20:30:00+00:00,2025-07-07 21:00:00+00:00,
18.75,19.6875,2025-07-07 21:00:00+00:00,2025-07-07 21:30:00+00:00,
16.32,17.136,2025-07-07 21:30:00+00:00,2025-07-07 22:00:00+00:00,
17.11,17.9655,2025-07-07 22:00:00+00:00,2025-07-07 22:30:00+00:00,
15.2,15.96,2025-07-07 22:30:00+00:00,2025-07-07 23:00:00+00:00,
14.42,15.141,2025-07-07 23:00:00+00:00,2025-07-07 23:30:00+00:00,
14.35,15.0675,2025-07-07 23:30:00+00:00,2025-07-08 00:00:00+00:00,
12.3,12.915,2025-07-08 00:00:00+00:00,2025-07-08 00:30:00+00:00,
12.48,13.104,2025-07-08 00:30:00+00:00,2025-07-08 01:00:00+00:00,
12.52,13.146,2025-07-08 01:00:00+00:00,2025-07-08 01:30:00+00:00,
12.3,12.915,2025-07-08 01:30:00+00:00,2025-07-08 02:00:00+00:00,
12.02,12.621,2025-07-08 02:00:00+00:00,2025-07-08 02:30:00+00:00,
11.8,12.39,2025-07-08 02:30:00+00:00,2025-07-08 03:00:00+00:00,
12.02,12.621,2025-07-08 03:00:00+00:00,2025-07-08 03:30:00+00:00,
12.16,12.768,2025-07-08 03:30:00+00:00,2025-07-08 04:00:00+00:00,
13.12,13.776,2025-07-08 04:00:00+00:00,2025-07-08 04:30:00+00:00,
10.4,10.92,2025-07-08 04:30:00+00:00,2025-07-08 05:00:00+00:00,
16.97,17.8185,2025-07-08 05:00:00+00:00,2025-07-08 05:30:00+00:00,
19.6,20.58,2025-07-08 05:30:00+00:00,2025-07-08 06:00:00+00:00,
19.37,20.3385,2025-07-08 06:00:00+00:00,2025-07-08 06:30:00+00:00,
20.0,21.0,2025-07-08 06:30:00+00:00,2025-07-08 07:00:00+00:00,
18.88,19.824,2025-07-08 07:00:00+00:00,2025-07-08 07:30:00+00:00,
17.96,18.858,2025-07-08 07:30:00+00:00,2025-07-08 08:00:00+00:00,
16.62,17.451,2025-07-08 08:00:00+00:00,2025-07-08 08:30:00+00:00,
15.16,15.918,2025-07-08 08:30:00+00:00,2025-07-08 09:00:00+00:00,
14.28,14.994,2025-07-08 09:00:00+00:00,2025-07-08 09:30:00+00:00,
13.2,13.86,2025-07-08 09:30:00+00:00,2025-07-08 10:00:00+00:00,
13.2,13.86,2025-07-08 10:00:00+00:00,2025-07-08 10:30:00+00:00,
13.2,13.86,2025-07-08 10:30:00+00:00,2025-07-08 11:00:00+00:00,
12.8,13.44,2025-07-08 11:00:00+00:00,2025-07-08 11:30:00+00:00,
10.8,11.34,2025-07-08 11:30:00+00:00,2025-07-08 12:00:00+00:00,
10.8,11.34,2025-07-08 12:00:00+00:00,2025-07-08 12:30:00+00:00,
10.52,11.046,2025-07-08 12:30:00+00:00,2025-07-08 13:00:00+00:00,
11.09,11.6445,2025-07-08 13:00:00+00:00,2025-07-08 13:30:00+00:00,
10.87,11.4135,2025-07-08 13:30:00+00:00,2025-07-08 14:00:00+00:00,
13.0,13.65,2025-07-08 14:00:00+00:00,2025-07-08 14:30:00+00:00,
11.52,12.096,2025-07-08 14:30:00+00:00,2025-07-08 15:00:00+00:00,
26.97,28.3185,2025-07-08 15:00:00+00:00,2025-07-08 15:30:00+00:00,
26.85,28.1925,2025-07-08 15:30:00+00:00,2025-07-08 16:00:00+00:00,
27.8,29.19,2025-07-08 16:00:00+00:00,2025-07-08 16:30:00+00:00,
27.97,29.3685,2025-07-08 16:30:00+00:00,2025-07-08 17:00:00+00:00,
28.7,30.135,2025-07-08 17:00:00+00:00,2025-07-08 17:30:00+00:00,
29.78,31.269,2025-07-08 17:30:00+00:00,2025-07-08 18:00:00+00:00,
20.8,21.84,2025-07-08 18:00:00+00:00,2025-07-08 18:30:00+00:00,
21.44,22.512,2025-07-08 18:30:00+00:00,2025-07-08 19:00:00+00:00,
21.41,22.4805,2025-07-08 19:00:00+00:00,2025-07-08 19:30:00+00:00,
20.68,21.714,2025-07-08 19:30:00+00:00,2025-07-08 20:00:00+00:00,
20.5,21.525,2025-07-08 20:00:00+00:00,2025-07-08 20:30:00+00:00,
19.4,20.37,2025-07-08 20:30:00+00:00,2025-07-08 21:00:00+00:00,
17.4,18.27,2025-07-08 21:00:00+00:00,2025-07-08 21:30:00+00:00,
14.6,15.33,2025-07-08 21:30:00+00:00,2025-07-08 22:00:00+00:00,
18.56,19.488,2025-07-08 22:00:00+00:00,2025-07-08 22:30:00+00:00,
16.4,17.22,2025-07-08 22:30:00+00:00,2025-07-08 23:00:00+00:00,
16.2,17.01,2025-07-08 23:00:00+00:00,2025-07-08 23:30:00+00:00,
15.7,16.485,2025-07-08 23:30:00+00:00,2025-07-09 00:00:00+00:00,
14.76,15.498,2025-07-09 00:00:00+00:00,2025-07-09 00:30:00+00:00,
14.78,15.519,2025-07-09 00:30:00+00:00,2025-07-09 01:00:00+00:00,
14.51,15.2355,2025-07-09 01:00:00+00:00,2025-07-09 01:30:00+00:00,
14.27,14.9835,2025-07-09 01:30:00+00:00,2025-07-09 02:00:00+00:00,
14.51,15.2355,2025-07-09 02:00:00+00:00,2025-07-09 02:30:00+00:00,
14.5,15.225,2025-07-09 02:30:00+00:00,2025-07-09 03:00:00+00:00,
14.51,15.2355,2025-07-09 03:00:00+00:00,2025-07-09 03:30:00+00:00,
14.51,15.2355,2025-07-09 03:30:00+00:00,2025-07-09 04:00:00+00:00,
13.1,13.755,2025-07-09 04:00:00+00:00,2025-07-09 04:30:00+00:00,
14.51,15.2355,2025-07-09 04:30:00+00:00,2025-07-09 05:00:00+00:00,
17.83,18.7215,2025-07-09 05:00:00+00:00,2025-07-09 05:30:00+00:00,
20.8,21.84,2025-07-09 05:30:00+00:00,2025-07-09 06:00:00+00:00,
20.8,21.84,2025-07-09 06:00:00+00:00,2025-07-09 06:30:00+00:00,
21.7,22.785,2025-07-09 06:30:00+00:00,2025-07-09 07:00:00+00:00,
19.68,20.664,2025-07-09 07:00:00+00:00,2025-07-09 07:30:00+00:00,
17.85,18.7425,2025-07-09 07:30:00+00:00,2025-07-09 08:00:00+00:00,
15.72,16.506,2025-07-09 08:00:00+00:00,2025-07-09 08:30:00+00:00,
15.3,16.065,2025-07-09 08:30:00+00:00,2025-07-09 09:00:00+00:00,
15.4,16.17,2025-07-09 09:00:00+00:00,2025-07-09 09:30:00+00:00,
14.51,15.2355,2025-07-09 09:30:00+00:00,2025-07-09 10:00:00+00:00,
14.61,15.3405,2025-07-09 10:00:00+00:00,2025-07-09 10:30:00+00:00,
14.51,15.2355,2025-07-09 10:30:00+00:00,2025-07-09 11:00:00+00:00,
14.76,15.498,2025-07-09 11:00:00+00:00,2025-07-09 11:30:00+00:00,
14.51,15.2355,2025-07-09 11:30:00+00:00,2025-07-09 12:00:00+00:00,
